Text,Category,Score,Label
"['spor', 'istanbul', 'yap', 'fiziksel', 'aktivit', 'araştırma', 'yıl', 'rapor', 'açıkla', 'rapor', 'göre', 'istanbul', 'halk', 'yüz', 'u', 'hafta', 'en', 'kez', 'fiziksel', 'aktivit', 'yap', 'liste', 'baş', 'egzersiz', 'amaçlı', 'yürüyüş', 'var', 'sonra', 'yürüyüş', 'yap']",sports,0.7184,pozitif
"['gençlik', 'spor', 'bakan', 'bak', 'gsb', 'spor', 'okul', 'açılış', 'kat']",sports,0.0,nötr
"['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'spor', 'yap', 'yatırım', 'art', 'devam', 'et', 'bütün', 'çocuk', 'genç', 'spor', 'yap', 'bekle', 'söyle', 'anadolu', 'ajan']",sports,0.0,nötr
"['dursun', 'özbek', 'adliye', 'ifade', 'ver']",sports,0.25,pozitif
"['galatasaray', 'spor', 'kulüp', 'başkan', 'dursun', 'özbek', 'fenerbahçe', 'spor', 'kulüp', 'taraf', 'hak', 'yap', 'şikayet', 'ilişkin', 'savcılık', 'ifade', 'ver']",sports,0.6124,pozitif
"['barış', 'alper', 'yılmaz', 'paylaşım', 'gündem', 'ol', 'bakanlık', 'murat', 'gevrek', 'açıkla']",sports,-0.6124,negatif
"['gençlik', 'spor', 'bakanlık', 'dün', 'akşam', 'milli', 'futbolcu', 'barış', 'alper', 'yılmaz', 'hak', 'paylaşım', 'bulun', 'murat', 'gevrekin', 'hatay', 'gençlik', 'spor', 'il', 'müdürlük', 'görev', 'önce', 'son', 'er', 'belir']",sports,-0.25,negatif
"['bakan', 'bak', 'kulüp', 'olimpiyat', 'teşekkür']",sports,-0.25,negatif
"['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'paris', 'olimpiyat', 'oyun', 'önce', 'organizasyon', 'sporcu', 'kazan', 'spor', 'kulüp', 'teşekkür', 'et']",sports,0.8402,pozitif
"['son', 'yıl', 'en', 'zor', 'gazi']",sports,-0.7184,negatif
"['türk', 'at', 'yarışçılık', 'klasik', 'cumhuriyet', 'tarih', 'kesinti', 'uğra', 'tek', 'spor', 'organizasyon', 'ol', 'gazi', 'koşu', 'yıl', 'kez', 'yap']",sports,-0.25,negatif
"['ilk', 'olimpik', 'espor', 'oyun', 'için', 'tarih', 'kesinleş']",sports,0.25,pozitif
"['video', 'oyun', 'seven', 'için', 'dünya', 'ilk', 'olimpik', 'espor', 'oyun', 'gel', 'video', 'oyun', 'olimpiyat', 'seviye', 'yüksel', 'anlam', 'gel', 'geliş', 'beraber', 'artık', 'dünya', 'yeni', 'çağ', 'aç']",sports,0.4588,pozitif
"['alg', 'spor', 'yabancı', 'futbolcu', 'transfer', 'temkinli', 'davran']",sports,0.0,nötr
"['turkcell', 'kadın', 'futbol', 'süper', 'lig', 'ekip', 'alg', 'spor', 'kulüp', 'başkan', 'ali', 'gözcü', 'geçen', 'sezon', 'yap', 'yabancı', 'oyuncu', 'transfer', 'tam', 'ver', 'al', 'belir', 'yeni', 'sezon', 'hata', 'düş', 'için', 'dikkatli', 'davran', 'söyle', 'anadolu', 'aj']",sports,0.7184,pozitif
"['orhan', 'ayhan', 'guinness', 'rekor', 'kitap', 'gir']",sports,0.25,pozitif
"['trtin', 'tecrübeli', 'isim', 'spor', 'yorumcu', 'orhan', 'ayhan', 'guinness', 'rekor', 'kitap', 'ad', 'yaz']",sports,0.8402,pozitif
"['futbol', 'camia', 'tebrik', 'mesaj']",sports,0.0,nötr
"['tff', 'seçim', 'li', 'genel', 'kurul', 'başkanlık', 'seç', 'ibrahim', 'ethem', 'hacıosmanoğlu', 'için', 'spor', 'camia', 'tebrik', 'mesaj', 'paylaş']",sports,-0.4588,negatif
"['tek', 'eksik', 'paralimpik', 'oyun', 'madalya']",sports,0.4588,pozitif
"['türkiye', 'özel', 'sporcu', 'spor', 'federasyon', 'başkan', 'birol', 'aydın', 'paris', 'paralimpik', 'oyun', 'önce', 'açıklama', 'bulun']",sports,0.7906,pozitif
"['televizyon', 'spor', 'yeni', 'marka', 'htspor', 'ol']",sports,0.0,nötr
"['türk', 'spor', 'medya', 'yepyeni', 'soluk', 'htspor', 'ağustos', 'yayın', 'hayat', 'başla', 'bünye', 'habertürk', 'bloomberg', 'ht', 'Show', 'tv', 'gibi', 'sektör', 'lider', 'medya', 'kuruluş', 'barın', 'ciner', 'medya', 'aile', 'önem', 'li', 'televizyon', 'kuruluş', 'kat', 'spor']",sports,0.0,nötr
"['paris', 'ülke', 'açı', 'ilk', 'sahne', 'ol']",sports,0.0,nötr
"['paris', 'olimpiyat', 'oyun', 'başla', 'sayılı', 'gün', 'kal', 'türkiye', 'cumhuriyet', 'olimpiyat', 'oyun', 'ki', 'yüzüncü', 'yıl', 'ilk', 'yaşa', 'gençlik', 'spor', 'bakan', 'dr', 'osman', 'aşkın', 'bak', 'ülke', 'spor', 'alan', 'ki', 'yükseliş', 'hep', 'birlikte', 'izle']",sports,0.6124,pozitif
"['televizyon', 'spor', 'yeni', 'marka', 'htspor', 'ol']",sports,0.0,nötr
"['türk', 'spor', 'medya', 'yepyeni', 'soluk', 'htspor', 'ağustos', 'yayın', 'hayat', 'başla', 'bünye', 'habertürk', 'bloomberg', 'ht', 'Show', 'tv', 'gibi', 'sektör', 'lider', 'medya', 'kuruluş', 'barın', 'ciner', 'medya', 'aile', 'önem', 'li', 'televizyon', 'kuruluş', 'kat', 'spor']",sports,0.0,nötr
"['galatasara', 'yeni', 'forma', 'sponsoru']",sports,0.4588,pozitif
"['galatasaray', 'kulüp', 'puma', 'ara', 'forma', 'sponsorluk', 'içer', 'iş', 'birlik', 'anlaşma', 'ali', 'sami', 'Yen', 'spor', 'kompleks', 'rams', 'park', 'gerçekleş']",sports,0.875,pozitif
"['yazar', 'de']",sports,-0.25,negatif
"['milli', 'takım', 'avusturya', 'ye', 'euro', 'te', 'çeyrek', 'finale', 'kal', 'spor', 'yazar', 'tarihi', 'zafer', 'değerlen']",sports,0.7184,pozitif
"['resmen', 'açıkla', 'artık', 'liste', 'yok']",sports,-0.25,negatif
"['galatasaray', 'spor', 'kulüp', 'yönetim', 'kurul', 'üye', 'ibrahim', 'hatipoğlu', 'gündem', 'ol', 'doue', 'wendel', 'ilgili', 'açıklama', 'bulun']",sports,-0.6124,negatif
"['bakan', 'bak', 'eda', 'yıldırım', 'tebrik']",sports,-0.25,negatif
"['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'paris', 'kota', 'al', 'özel', 'sporcu', 'eda', 'yıldırım', 'tebrik', 'et']",sports,0.25,pozitif
"['borsa', 'lig', 'yıl', 'ilk', 'yarı', 'yatırımcı', 'gözde', 'fenerbahçe', 'hisse', 'ol']",sports,0.0,nötr
"['borsa', 'istanbul', 'işlem', 'gör', 'spor', 'kulüp', 'ara', 'hisse', 'yıl', 'ilk', 'yarı', 'yüz', 'yükseliş', 'tamamla', 'fenerbahçe', 'futbol', 'aş', 'yatırımcı', 'en', 'fazla', 'kazan', 'spor', 'şirket', 'ol', 'anadolu', 'ajan']",sports,0.25,pozitif
"['bakan', 'bak', 'akın', 'sözen', 'tebrik']",sports,-0.4588,negatif
"['gençlik', 'spor', 'bakan', 'dr', 'osman', 'aşkın', 'bak', 'gazi', 'koşu', 'dragon', 'flame', 'isim', 'li', 'safkan', 'kazan', 'jokey', 'akın', 'sözen', 'at', 'sahip', 'emrah', 'agun', 'tebrik', 'et']",sports,0.4588,pozitif
"['elektrikli', 'araç', 'şarj', 'problem', 'sportif', 'çözüm']",sports,-0.25,negatif
"['nyobolt', 'ultra', 'hızlı', 'şarj', 'ol', 'spor', 'otomobil', 'konsept', 'yol', 'çık', 'sıkıcı', 'ağır', 'şarj', 'ol', 'elektrikli', 'araç', 'çözüm', 'ol', 'hedefle']",sports,-0.4588,negatif
"['niğde', 'spor', 'festiva', 'li', 'yarı', 'maraton', 'koşu', 'son', 'er']",sports,0.25,pozitif
"['niğde', 'spor', 'festiva', 'li', 'yarı', 'maraton', 'koşu', 'son', 'er', 'anadolu', 'ajan']",sports,0.4588,pozitif
"['aski', 'rız', 'kayaalp', 'açıklama']",sports,-0.25,negatif
"['ankara', 'aski', 'spor', 'kulüp', 'başkan', 'yüksel', 'arslan', 'paris', 'olimpiyat', 'oyun', 'kadro', 'çıkar', 'milli', 'sporcu', 'rız', 'kayaalp', 'ilgili', 'yazılı', 'açıkla', 'yap']",sports,0.875,pozitif
"['rız', 'kayaalp', 'paris', 'te', 'ol']",sports,0.0,nötr
"['dünya', 'avrupa', 'şampiyon', 'olimpiyat', 'ikinci', 'rız', 'kayaalp', 'spor', 'hekim', 'kontrolü', 'tedavi', 'amaçlı', 'kullan', 'ilaç', 'neden', 'paris', 'olimpiyat', 'minder', 'çık', 'riski', 'yaşa']",sports,0.4588,pozitif
"['sporcu', 'filistin', 'destek']",sports,0.4588,pozitif
"['irlandan', 'başkent', 'dubil', 'sporcu', 'filistin', 'destek', 'gösteri', 'yap', 'gösterici', 'israil', 'uluslararası', 'alan', 'spor', 'etkinlik', 'kat', 'gerek', 'belir', 'için', 'temsil', 'kırmızı', 'kart', 'göster']",sports,0.25,pozitif
"['türk', 'bayrak', 'busenaz', 'mete', 'taşı']",sports,0.0,nötr
"['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'paris', 'olimpiyat', 'oyun', 'açılış', 'tören', 'türk', 'bayrak', 'milli', 'boksör', 'busenaz', 'sürmenel', 'milli', 'okçu', 'mete', 'gazoz', 'taşı', 'duy']",sports,0.875,pozitif
"['erdoğan', 'gol', 'sevinci']",politics,0.25,pozitif
"['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'emine', 'erdoğan', 'bilal', 'erdoğan', 'gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'tff', 'başkan', 'mehmet', 'büyükekşi', 'protokoldeki', 'gol', 'sonra', 'büyük', 'sevinç', 'yaşa']",politics,0.25,pozitif
"['iyi', 'var']",sports,0.4588,pozitif
"['milli', 'takım', 'hollandaya', 'yenil', 'euro', 'e', 'çeyrek', 'final', 'veda', 'et', 'haberturkcom', 'spor', 'müdür', 'inanç', 'ergülen', 'ayyıldızlı', 'hollanda', 'karşı', 'ki', 'performans', 'kalem', 'al']",sports,0.6124,pozitif
"['yazar', 'lugano', 'fenerbahçe', 'yorum']",sports,0.0,nötr
"['uefa', 'şampiyon', 'lig', 'elem', 'tur', 'ilk', 'maçında', 'isviçre', 'lugano', 'ekip', 'deplasman', 'karşılaş', 'fenerbahçe', 'rakip', 'ye', 'i', 'için', 'avantaj', 'yakala', 'spor', 'yazar', 'mücadele', 'değerlen']",sports,0.6124,pozitif
"['galatasarayfenerbahçe', 'maçı', 'sonra', 'yaşa', 'olay', 'ilişkin', 'bilirkiş', 'rapor', 'hazırla', 'fiziki', 'müdahale', 'bul', 'eylem', 'meşru', 'müdafaa']",sports,-0.7184,negatif
"['istanbul', 'cumhuriyet', 'başsavcılık', 'trendyol', 'süper', 'lig', 'hafta', 'ki', 'galatasarayfenbe', 'derbi', 'ardından', 'çık', 'olay', 'ilişkin', 'yürü', 'soruşturma', 'kapsam', 'çek', 'görüntü', 'ilişkin', 'hazırla', 'bilirkiş', 'rapor', 'tamamla']",sports,-0.4588,negatif
"['bakan', 'bak', 'yusuf', 'can', 'zeybeke', 'tebrik']",sports,-0.4588,negatif
"['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'edirne', 'yıl', 'düzenle', 'tarihi', 'kırkpınar', 'yağlı', 'güreş', 'rakip', 'mustafa', 'taşı', 'final', 'ye', 'başpehlivan', 'ünvan', 'koru', 'yusuf', 'can', 'zeybe', 'ki', 'kutla']",sports,-0.875,negatif
"['olimpiyat', 'binlerce', 'yıllık', 'öykü']",sports,0.0,nötr
"['dünya', 'en', 'büyük', 'spor', 'organizasyon', 'ol', 'üncü', 'temmuz', 'ağustos', 'fransa', 'başkent', 'paris', 'düzenle', 'olimpiyat', 'geçmiş', 'milat', 'önce', 'yüzyıl', 'uza']",sports,0.25,pozitif
"['ahmet', 'örken', 'çinde', 'etap', 'zafer']",sports,0.4588,pozitif
"['spor', 'toto', 'cycling', 'teamin', 'deneyimli', 'sporcu', 'ahmet', 'örken', 'çinde', 'ki', 'tour', 'of', 'qinghai', 'lake', 'yol', 'bisiklet', 'yarış', 'etap', 'kazan', 'isim', 'ol']",sports,0.9186,pozitif
"['dünya', 'spor', 'fotoğraf', 'ödül', 'yarışma', 'aa', 'foto', 'muhabir', 'ödül']",sports,0.4588,pozitif
"['anadolu', 'ajan', 'aa', 'foto', 'muhabir', 'world', 'sports', 'vhotography', 'awards', 'dünya', 'spor', 'fotoğraf', 'ödül', 'yarışma', 'ödül', 'layık', 'gör', 'anadolu', 'ajan']",sports,0.8402,pozitif
"['bakan', 'bak', 'olimpiyat', 'sporcu', 'kazan', 'kulüp', 'şükran', 'sun']",sports,0.0,nötr
"['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'paris', 'olimpiyat', 'oyun', 'sporcu', 'kazan', 'spor', 'kulüp', 'teşekkür', 'et', 'özverili', 'çalış', 'netice', 'olimpiyat', 'sporcu', 'kazan', 'kulüp', 'şükran', 'sun', 'de', 'anadolu', 'ajan']",sports,0.8402,pozitif
"['gençlik', 'spor', 'bakanlık', 'başarılı', 'genç', 'için', 'vizyon', 'kamp', 'düzenle']",sports,-0.7906,negatif
"['gençlik', 'spor', 'bakanlık', 'türkiye', 'dört', 'yan', 'farklı', 'bölüm', 'başarılı', 'genç', 'vizyon', 'kamp', 'buluş', 'anadolu', 'ajan']",sports,-0.4588,negatif
"['ilk', 'olimpiyat', 'espor', 'oyun', 'yıl', 'suudi', 'arabistan', 'düzenle']",sports,0.25,pozitif
"['uluslararası', 'olimpiyat', 'komite', 'yeni', 'yap', 'açıkla', 'yıllık', 'ortaklık', 'parça', 'olarak', 'ilk', 'olimpiyat', 'espor', 'oyun', 'yıl', 'suudi', 'arabistan', 'düzenle', 'duy']",sports,0.0,nötr
"['rız', 'kayaalp', 'paris', 'yok']",sports,-0.25,negatif
"['paris', 'olimpiyat', 'oyun', 'ki', 'en', 'büyük', 'madalya', 'umut', 'ol', 'milli', 'güreşçi', 'rız', 'kayaalp', 'kötü', 'haber', 'gel', 'rekortmen', 'güreşçi', 'tedavi', 'amaçlı', 'kullan', 'ilaç', 'yasaklı', 'madde', 'tespit', 'et', 'için', 'olimpiyat', 'kat']",sports,0.875,pozitif
"['kontrolsüz', 'prote', 'takviye', 'uyarı']",sports,-0.25,negatif
"['profesyonel', 'sporcu', 'ol', 'hal', 'kas', 'geliş', 'için', 'egzersiz', 'yap', 'al', 'yüksek', 'doz', 'prote', 'takviye', 'karaciğer', 'böbrek', 'olumsuz', 'etkile', 'ürün', 'doktor', 'tavsiye', 'kullan', 'gerek', 'belir']",sports,0.25,pozitif
"['bakan', 'bak', 'müzekart', 'gns', 'seyahatsever', 'tarih']",sports,-0.6124,negatif
"['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'ücret', 'siz', 'müzekart', 'genç', 'sev', 'gns', 'uygulama', 'temmuz', 'genç', 'bakanlık', 'yurt', 'konakla', 'imkan', 'sun', 'seyahatsever', 'proje', 'temmuz', 'başla', 'duy']",sports,-0.6124,negatif
"['kara', 'duvar', 'son', 'durum']",sports,-0.7184,negatif
"['beşiktaş', 'dortm', 'esinle', 'kale', 'arka', 'tribün', 'ayak', 'seyirci', 'al', 'için', 'yap', 'kara', 'duvar', 'başvuru', 'için', 'bekleyiş', 'sür', 'gençlik', 'spor', 'bakanlık', 'proje', 'olumlu', 'bak', 'kapa', 'artış', 'neden', 'ilgili', 'bakanlık', 'd']",sports,0.0,nötr
"['bakan', 'bak', 'genç', 'milli', 'tebrik', 'et']",sports,-0.25,negatif
"['gençlik', 'spor', 'bakan', 'dr', 'osman', 'aşkın', 'bak', 'fiba', 'u', 'basketbol', 'dünya', 'kupa', 'yeni', 'zelanda', 'mağlup', 'et', 'dünya', 'üçüncü', 'ol', 'yaş', 'altı', 'erkek', 'basketbol', 'milli', 'takım', 'için', 'tebrik', 'mesaj', 'yayımla']",sports,-0.6124,negatif
"['manisa', 'fk', 'tesis', 'boşal']",sports,0.0,nötr
"['manisa', 'büyükşehir', 'belediye', 'tesis', 'kirala', 'usul', 'kullan', 'geç', 'mayıs', 'ay', 'al', 'meclis', 'karar', 'sözleşme', 'iptal', 'et', 'trendyol', 'lig', 'ekip', 'manisa', 'futbol', 'kulüp', 'halil', 'onultmak', 'tevfik', 'lav', 'spor', 'tesis', 'boşal']",sports,-0.4588,negatif
"['milli', 'sporcu', 'kamer', 'karşı']",sports,0.0,nötr
"['paris', 'olimpiyat', 'oyun', 'kat', 'milli', 'sporcu', 'çek', 'reklam', 'film', 'rol', 'al', 'cem', 'yılmaz', 'spor', 'denilince', 'ilk', 'akla', 'gel', 'insan', 'değil', 'tabii', 'el', 'gel', 'olimpiyat', 'kat', 'yarış', 'seyret', 'ülke', 'fazla', 'spor', 'ilg']",sports,0.7184,pozitif
"['bugün', 'fenerbahçe', 'gün']",sports,0.0,nötr
"['fenerbahçe', 'sosyal', 'medya', 'yap', 'duygusal', 'paylaşım', 'spor', 'gündem', 'geniş', 'yank', 'bul', 'kapsam', 'taraftar', 'dünya', 'fenerbahçeli', 'gün', 'mesaj', 'araştır', 'başla', 'temmuz', 'dünya', 'fenerbahçeli', 'gün', 'özel', 'en', 'güzel', 'söz', 'görsel']",sports,-0.4588,negatif
"['ev', 'kas', 'geliş', 'mümkün']",sports,-0.25,negatif
"['ev', 'spor', 'yap', 'zaman', 'tasarruf', 'sağla', 'forma', 'gir', 'ihtiyaç', 'ol', 'tek', 'doğru', 'antrenman', 'program', 'uygula', 'disiplinli', 'şekil', 'devam', 'et', 'ev', 'kolayca', 'uygula', 'antrenman', 'kas', 'kütleniz', 'artır']",sports,0.9325,pozitif
"['hızlı', 'kilo', 'ver', 'beyin', 'egzersiz', 'yap', 'kürek', 'sporu']",sports,0.6124,pozitif
"['sağ', 'ol', 'sosyal', 'medya', 'artık', 'hep', 'spor', 'uğraş', 'rahat', 'et', 'sosyal', 'medya', 'dönem', 'dönem', 'parla', 'spor', 'dal', 'ol', 'kabul', 'et', 'mümkün', 'son', 'zaman', 'bazı', 'dizi', 'karakter', 'uğraş', 'spor', 'ara', 'göster', 'kürek']",sports,0.7906,pozitif
"['buz', 'terapi', 'ne', 'i']",sports,-0.4588,negatif
"['buz', 'terapi', 'çoğu', 'insan', 'için', 'güven', 'li', 'etkili', 'tedavi', 'yöntem', 'i', 'bazı', 'kişi', 'için', 'dikkatli', 'kullan', 'gerek', 'genel', 'olarak', 'spor', 'yaralanma', 'burkulma', 'kas', 'spazm', 'akut', 'ağrı', 'yaşa', 'birey', 'buz', 'terapi', 'faydala']",sports,-0.8402,negatif
"['Borusan', 'türkiye', 'ki', 'üretim', 'dur']",economics,-0.6124,negatif
"['borusan', 'birleşik', 'boru', 'fabrika', 'sana', 'ticaret', 'aşni', 'borusan', 'boru', 'türkiye', 'ki', 'üretim', 'dur', 'yatırım', 'tamam', 'yurtdışı', 'çıkar', 'türkiye', 'terk', 'et', 'orta', 'çık']",economics,-0.875,negatif
"['yatırım', 'hedef', 'göster']",economics,-0.6124,negatif
"['merkez', 'banka', 'başkan', 'hafize', 'gaye', 'erka', 'vatandaş', 'bazı', 'yatırım', 'araç', 'yönlen']",economics,-0.25,negatif
"['mehmet', 'şimşek', 'şok', 'açıkla']",economics,-0.25,negatif
"['haz', 'maliye', 'bakan', 'şimşek', 'bütçe', 'açık', 'sebe', 'emekli', 'de']",economics,0.25,pozitif
"['kira', 'üst', 'sınır', 'gel']",economics,0.4588,pozitif
"['ev', 'tip', 'göre', 'belirle', 'üst', 'sınır', 'kural', 'uyul', 'takdir', 'ticaret', 'bakanlık', 'para', 'ceza', 'ver']",economics,-0.7184,negatif
"['türkiye', 'dünya', 'ekonomi', 'sıralama', 'sıra', 'ger']",economics,-0.4588,negatif
"['imamoğlu', 'yayın', 'sıra', 'vatandaş', 'grafik', 'göster', 'grafik', 'türkiye', 'dünya', 'kaçıncı', 'büyük', 'ekonomi', 'başlık', 'yer', 'al', 'gör', 'ver', 'bilgi', 'türkiye', 'sıra', 'yer', 'al', 'belir']",economics,-0.4588,negatif
"['botaş', 'resmi', 'araç', 'kapalıçarşı', 'döviz', 'al']",economics,-0.25,negatif
"['kapalıçarşı', 'devasa', 'kasa', 'döviz', 'al', 'şirket', 'biri', 'botaş', 'kapalıçarşı', 'esnaf', 'doğrula']",economics,0.25,pozitif
"['merkez', 'banka', 'döviz', 'ora', 'al']",economics,-0.4588,negatif
"['döviz', 'arz', 'yaşa', 'sorun', 'uygula', 'sık', 'gözetim', 'uygulama', 'alan', 'derinlik', 'ol', 'kapalıçarşı', 'yeniden', 'gündem', 'taşı', 'özel', 'şirket', 'döviz', 'borcu', 'ol', 'vatandaş', 'kamu', 'alan', 'talep', 'kapalıçarşı', 'yönel', 'ver', 'bilgi', 'göre', 'sadece', 'merkez', 'banka', 'demir', 'sandık', 'çarşı', 'gün', 'milyar', 'tl', 'getir', 'karşılık', 'milyon', 'dolar', 'topla']",economics,-0.6124,negatif
"['çipli', 'hayvan', 'baş', 'vergi', 'al']",economics,0.25,pozitif
"['süre', 'i', 'ev', 'hayvan', 'kayıt', 'sistem', 'petvet', 'evcil', 'hayvan', 'çip', 'tak', 'pasaport', 'üre', 'çiple', 'hayvan', 'insan', 'taraf', 'sahiple', 'ol', 'kişi', 'sorumluluk', 'giriyorhayvan', 'baş', 'belirle', 'miktar', 'tl']",economics,-0.8402,negatif
"['dünya', 'ekonomi', 'forum', 'göbeklitepe', 'ki', 'kazı', 'çalış', 'dur']",economics,-0.7184,negatif
"['sosyal', 'medya', 'göbeklitepe', 'ki', 'arkeolojik', 'kazı', 'çalış', 'dünya', 'ekonomi', 'forum', 'wef', 'müdahale', 'et', 'engel', 'ol', 'iddia', 'ön', 'sür']",economics,-0.8402,negatif
"['iphone', 'maliyet', 'dolar', 'mi']",economics,0.0,nötr
"['sosyal', 'medya', 'dolaşım', 'sok', 'video', 'konuş', 'eski', 'endonezya', 'ticaret', 'bakan', 'gita', 'wirjawan', 'eylül', 'tarih', 'kat', 'mekar', 'conference', 'program', 'iphone', 'maliyet', 'dolar', 'ol', 'ileri', 'sür']",economics,-0.7906,negatif
"['zelenskiy', 'rusyaya', 'teslim', 'ol']",entertainment,-0.25,negatif
"['yan', 'hafta', 'meta', 'youtup', 'ukrayna', 'devlet', 'başkan', 'volodimir', 'zelenskiynin', 'rusyaya', 'teslim', 'ol', 'bahset', 'video', 'yayınla']",entertainment,-0.4588,negatif
"['üç', 'suriyel', 'taksim', 'ki', 'terör', 'saldırı', 'dalga', 'geç']",entertainment,-0.6124,negatif
"['suriyeli', 'mülteci', 'terör', 'saldır', 'ardından', 'video', 'çek', 'alay', 'ci', 'hareket', 'bulun', 'sosyal', 'medya', 'hesap', 'yükle']",entertainment,-0.9186,negatif
"['hastane', 'ının', 'iflas', 'eşik', 'ol', 'söyle']",entertainment,0.4588,pozitif
"['almanya', 'sağlık', 'bakan', 'karl', 'lauterbach', 'almanya', 'birinci', 'televizyon', 'kanal', 'art', 'yayımla', 'bericht', 'aus', 'berlin', 'program', 'yap', 'açıklama', 'hastane', 'ının', 'iflas', 'eşik', 'ol', 'söyle']",entertainment,0.0,nötr
"['video', 'maduro', 'yanlı', 'grup', 'oy', 'sandık', 'çal', 'an', 'göster']",entertainment,-0.4588,negatif
"['video', 'venezuela', 'ki', 'devlet', 'başkanlık', 'seçim', 'oy', 'sandık', 'çal', 'iddia', 'et', 'sandık', 'çalan', 'i', 'devlet', 'başkan', 'nicolas', 'maduro', 'yanlı', 'çete', 'ol', 'anlaş']",entertainment,-0.25,negatif
"['video', 'abdde', 'polis', 'kaç', 'suç', 'yakalan', 'an', 'göster']",entertainment,-0.7906,negatif
"['abdde', 'araç', 'polis', 'kaç', 'suçlu', 'polis', 'ekip', 'profesyonel', 'hamle', 'böyle', 'yakalan']",entertainment,-0.7906,negatif
"['abdli', 'aktör', 'sylvester', 'stallone', 'öl', 'iddia']",entertainment,-0.4588,negatif
"['sosyal', 'medya', 'abdli', 'aktör', 'sylvester', 'stallone', 'öl', 'iddia', 'et']",entertainment,-0.4588,negatif
"['orhan', 'genceba', 'öl', 'iddia']",entertainment,-0.25,negatif
"['sanatçı', 'orhan', 'genceba', 'hayat', 'kaybet', 'ön', 'sür']",entertainment,-0.25,negatif
"['video', 'yeni', 'yol', 'yap', 'için', 'yık', 'peribaca', 'göster', 'iddia']",entertainment,-0.7184,negatif
"['unesco', 'dünya', 'kültür', 'mira', 'liste', 'bulun', 'kapadokya', 'ki', 'peri', 'baca', 'iş', 'makine', 'yık', 'tc', 'kulturturizm', 'bakanlık', 'mehmet', 'nuri', 'ersoy', 'tarih', 'kültür', 'turizm', 'ad', 'binlerce', 'yıllık', 'mira', 'varlık', 'iş', 'makine', 'sal', 'görev', 'rezalet', 'son', 'ver', 'i']",entertainment,0.25,pozitif
"['restore', 'et', 'tarihi', 'kız', 'kule', 'yıkıl', 'mi']",entertainment,0.4588,pozitif
"['kültür', 'turizm', 'bakanlık', 'restore', 'et', 'kız', 'kule', 'yıkıl', 'ileri', 'sür', 'iddia', 'sosyal', 'medya', 'video', 'paylaş', 'içerik', 'twitter', 'kızkule', 'etiket', 'trend', 'ol']",entertainment,0.4588,pozitif
"['görüntü', 'ki', 'kişi', 'oyuncu', 'jason', 'statham', 'ol', 'iddia']",entertainment,-0.7184,negatif
"['araba', 'filist', 'bayrak', 'as', 'gör', 'kişi', 'ingiliz', 'oyuncu', 'jason', 'statham', 'ol', 'iddia', 'kısa', 'süre', 'iç', 'x', 'eski', 'ad', 'twitter', 'instagram', 'youtube', 'tiktok', 'gibi', 'sosyal', 'medya', 'platform', 'yay']",entertainment,-0.875,negatif
"['video', 'abdli', 'rapçi', 'kanye', 'west', 'tasarla', 'araç', 'göster']",entertainment,-0.4588,negatif
"['sosyal', 'medya', 'fütüristik', 'tasarım', 'dikkat', 'çek', 'araç', 'video', 'dolaşım', 'sok', 'video', 'abdli', 'rapçi', 'kanye', 'west', 'tasarım', 'tanıtım', 'yap', 'yeezy', 'adlı', 'araç', 'göster', 'iddia', 'et', 'paylaşım', 'iki', 'milyon', 'lira', 'sat', 'iddia', 'et', 'araç', 'abdde', 'üç', 'adet', 'bulun', 'detay', 'yer', 'ver']",entertainment,-0.7184,negatif
"['video', 'abd', 'ordu', 'için', 'geliş', 'robot', 'mi', 'göster']",entertainment,-0.875,negatif
"['darpa', 'taraf', 'gelis', 'insan', 'robot', 'i', 'komplo', 'deninen', 'gerçek', 'ol']",entertainment,-0.25,negatif
"['video', 'yeşil', 'alan', 'kundaklan', 'an', 'göster']",entertainment,-0.4588,negatif
"['x', 'kullanıcı', 'hesap', 'paylaş', 'video', 'koruyucu', 'kıyafet', 'git', 'kişi', 'sazlık', 'alan', 'ateş', 'ver', 'anla', 'yer', 'al', 'kullanıcı', 'vide', 'oyuküresel', 'ısın', 'kriz', 'yok', 'küresel', 'kundakçı', 'kriz', 'var', 'ifade', 'yaz', 'servis', 'et']",entertainment,-0.875,negatif
"['logo', 'kullan', 'dolan', 'çalış']",other,-0.7184,negatif
"['cumhurbaşkanlığı', 'savun', 'sana', 'başkanlık', 'isim', 'logo', 'kullan', 'yap', 'dolandırıcılık', 'girişim']",other,-0.6124,negatif
"['kilis', 'roket', 'düş']",other,-0.4588,negatif
